Judul,Link,Kategori,Tanggal Upload
"Cerita Nursiah dan Syakila, Rubella yang Berujung Derita",https://www.cnnindonesia.com/gaya-hidup/20180920112654-260-331675/cerita-nursiah-dan-syakila-rubella-yang-berujung-derita,Gaya Hidup,6 tahun yang lalu
Jokowi Instruksikan BPJS Kesehatan Perbaiki Sistem Keuangan,https://www.cnnindonesia.com/ekonomi/20180919170242-78-331506/jokowi-instruksikan-bpjs-kesehatan-perbaiki-sistem-keuangan,Ekonomi,6 tahun yang lalu
Pangkal 'Penyakit' Defisit BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180919164958-78-331498/pangkal-penyakit-defisit-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
"Berutang Rp3,5 Triliun, Suplai Obat BPJS Bisa Terganggu",https://www.cnnindonesia.com/ekonomi/20180919100537-92-331320/berutang-rp35-triliun-suplai-obat-bpjs-bisa-terganggu,Ekonomi,6 tahun yang lalu
Jokowi Buka Suara Soal Pajak Rokok Tambal Defisit BPJS,https://www.cnnindonesia.com/ekonomi/20180919115938-532-331359/jokowi-buka-suara-soal-pajak-rokok-tambal-defisit-bpjs,Ekonomi,6 tahun yang lalu
Masalah yang Mencekik Keuangan BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180919113907-81-331352/masalah-yang-mencekik-keuangan-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
Respons Warga: Terharu 'Bakar Rokok' Ikut Tambal Defisit BPJS,https://www.cnnindonesia.com/ekonomi/20180918183341-532-331211/respons-warga-terharu-bakar-rokok-ikut-tambal-defisit-bpjs,Ekonomi,6 tahun yang lalu
"Potensi Pajak Rokok Pemda Rp1,1 Triliun Tambal Defisit BPJS",https://www.cnnindonesia.com/ekonomi/20180918120101-532-331024/potensi-pajak-rokok-pemda-rp11-triliun-tambal-defisit-bpjs,Ekonomi,6 tahun yang lalu
"Mediasi Buntu, Pasien Kanker Ancam Pidanakan Dirut BPJS",https://www.cnnindonesia.com/nasional/20180918143058-20-331092/mediasi-buntu-pasien-kanker-ancam-pidanakan-dirut-bpjs,Nasional,6 tahun yang lalu
Gugatan Pasien Kanker Ke Jokowi dan BPJS cs Masuk Mediasi,https://www.cnnindonesia.com/nasional/20180918131036-12-331055/gugatan-pasien-kanker-ke-jokowi-dan-bpjs-cs-masuk-mediasi,Nasional,6 tahun yang lalu
BPJS Kesehatan Laporkan Dua Akun Instagram Diduga Sebar Hoaks,https://www.cnnindonesia.com/nasional/20180918112811-12-331007/bpjs-kesehatan-laporkan-dua-akun-instagram-diduga-sebar-hoaks,Nasional,6 tahun yang lalu
Potongan Pajak Rokok Hanya untuk Daerah Belum Ikut Iuran BPJS,https://www.cnnindonesia.com/ekonomi/20180918090330-532-330976/potongan-pajak-rokok-hanya-untuk-daerah-belum-ikut-iuran-bpjs,Ekonomi,6 tahun yang lalu
Sidang Gugatan Pasien Kanker BPJS pada Jokowi Kembali Digelar,https://www.cnnindonesia.com/nasional/20180918082022-12-330970/sidang-gugatan-pasien-kanker-bpjs-pada-jokowi-kembali-digelar,Nasional,6 tahun yang lalu
Jokowi Teken Perpres Pajak Rokok Tutup Defisit BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180917203911-78-330930/jokowi-teken-perpres-pajak-rokok-tutup-defisit-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
SBY: Alhamdulillah Rakyat Ingat yang Saya Lakukan 10 Tahun,https://www.cnnindonesia.com/nasional/20180917190432-32-330899/sby-alhamdulillah-rakyat-ingat-yang-saya-lakukan-10-tahun,Nasional,6 tahun yang lalu
"Titah Jokowi, Segera Cairkan Suntikan Modal BPJS Kesehatan",https://www.cnnindonesia.com/ekonomi/20180917174316-78-330874/titah-jokowi-segera-cairkan-suntikan-modal-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
"Defisit BPJS Kesehatan Diproyeksi Tersisa Rp10,98 Triliun",https://www.cnnindonesia.com/ekonomi/20180917165427-78-330853/defisit-bpjs-kesehatan-diproyeksi-tersisa-rp1098-triliun,Ekonomi,6 tahun yang lalu
"VIDEO: BPJS Kesehatan Telat Bayar, Operasional RS Terhambat",https://www.cnnindonesia.com/nasional/20180915141811-24-330436/video-bpjs-kesehatan-telat-bayar-operasional-rs-terhambat,Nasional,6 tahun yang lalu
Cermat Pilih Layanan Perbankan Digital ala Generasi Millenial,https://www.cnnindonesia.com/ekonomi/20180914193500-83-330353/cermat-pilih-layanan-perbankan-digital-ala-generasi-millenial,Ekonomi,6 tahun yang lalu
Anggaran DPR 2019 Dipangkas Rp2 Triliun,https://www.cnnindonesia.com/ekonomi/20180913153024-532-329972/anggaran-dpr-2019-dipangkas-rp2-triliun,Ekonomi,6 tahun yang lalu
"BPJS Telat Bayar Klaim, DKI Putar Otak Cari Dana Talangan",https://www.cnnindonesia.com/nasional/20180913115112-20-329858/bpjs-telat-bayar-klaim-dki-putar-otak-cari-dana-talangan,Nasional,6 tahun yang lalu
"Rokok, Antara Fatwa, Cukai Menggiurkan dan Biaya Kesehatan",https://www.cnnindonesia.com/nasional/20180906064451-20-328041/rokok-antara-fatwa-cukai-menggiurkan-dan-biaya-kesehatan,Nasional,6 tahun yang lalu
"Anak Buah Tak Punya Rumah, Kapolri Tito Wujudkan DP 0 Persen",https://www.cnnindonesia.com/nasional/20180831195027-12-326669/anak-buah-tak-punya-rumah-kapolri-tito-wujudkan-dp-0-persen,Nasional,6 tahun yang lalu
40 Tempat Parkir Disediakan untuk Penutupan Asian Games 2018,https://www.cnnindonesia.com/nasional/20180831084939-20-326417/40-tempat-parkir-disediakan-untuk-penutupan-asian-games-2018,Nasional,6 tahun yang lalu
"Hasil Audit BPKP, Tagihan ke BPJS Kesehatan Menciut",https://www.cnnindonesia.com/ekonomi/20180827123912-78-325174/hasil-audit-bpkp-tagihan-ke-bpjs-kesehatan-menciut,Ekonomi,6 tahun yang lalu
"Silaturahmi ke Muhammadiyah, Jokowi Serahkan Dua Ekor Sapi",https://www.cnnindonesia.com/nasional/20180823140303-20-324336/silaturahmi-ke-muhammadiyah-jokowi-serahkan-dua-ekor-sapi,Nasional,6 tahun yang lalu
"Demokrat: SBY Tambah Utang Rp1.300 T, Jokowi Rp2.800 T",https://www.cnnindonesia.com/nasional/20180822151434-32-324170/demokrat-sby-tambah-utang-rp1300-t-jokowi-rp2800-t,Nasional,6 tahun yang lalu
"IHSG Bergejolak, BPJS Kesehatan Hati-hati Taruh Duit di Saham",https://www.cnnindonesia.com/ekonomi/20180820191519-78-323730/ihsg-bergejolak-bpjs-kesehatan-hati-hati-taruh-duit-di-saham,Ekonomi,6 tahun yang lalu
"Pekan Depan, Hasil Audit BPKP Terhadap BPJS Kesehatan Dibahas",https://www.cnnindonesia.com/ekonomi/20180820171739-78-323686/pekan-depan-hasil-audit-bpkp-terhadap-bpjs-kesehatan-dibahas,Ekonomi,6 tahun yang lalu
Peserta BPJS Kesehatan Tembus 200 Juta Jiwa,https://www.cnnindonesia.com/ekonomi/20180816113007-78-322721/peserta-bpjs-kesehatan-tembus-200-juta-jiwa,Ekonomi,6 tahun yang lalu
Nurkabit dan Cerita Bantuan Sosial ala Jokowi untuk Si Miskin,https://www.cnnindonesia.com/ekonomi/20180814185345-532-322283/nurkabit-dan-cerita-bantuan-sosial-ala-jokowi-untuk-si-miskin,Ekonomi,6 tahun yang lalu
Lokataru Gugat BPJS Kesehatan dan Freeport Indonesia Rp62 M,https://www.cnnindonesia.com/nasional/20180814135226-12-322150/lokataru-gugat-bpjs-kesehatan-dan-freeport-indonesia-rp62-m,Nasional,6 tahun yang lalu
Cara Tepat Mengukur Tekanan Darah,https://www.cnnindonesia.com/gaya-hidup/20180809102210-255-320785/cara-tepat-mengukur-tekanan-darah,Gaya Hidup,6 tahun yang lalu
"Tambal Defisit BPJS Kesehatan, Pemerintah Masih Tunggu Audit",https://www.cnnindonesia.com/ekonomi/20180809173445-78-320969/tambal-defisit-bpjs-kesehatan-pemerintah-masih-tunggu-audit,Ekonomi,6 tahun yang lalu
Pengusaha Tidak Taat Pajak Tak Bisa Daftar OSS,https://www.cnnindonesia.com/ekonomi/20180809192346-532-321011/pengusaha-tidak-taat-pajak-tak-bisa-daftar-oss,Ekonomi,6 tahun yang lalu
30.505 Pelaku Usaha Sudah Daftar 'Online Single Submission',https://www.cnnindonesia.com/ekonomi/20180809203828-532-321037/30505-pelaku-usaha-sudah-daftar-online-single-submission,Ekonomi,6 tahun yang lalu
"Semester I, BPJS Ketenagakerjaan Raup Hasil Investasi Rp15 T",https://www.cnnindonesia.com/ekonomi/20180808153715-78-320558/semester-i-bpjs-ketenagakerjaan-raup-hasil-investasi-rp15-t,Ekonomi,6 tahun yang lalu
BPJS Ketenagakerjaan Lepas Saham Bank Muamalat di Kuartal III,https://www.cnnindonesia.com/ekonomi/20180808160829-78-320579/bpjs-ketenagakerjaan-lepas-saham-bank-muamalat-di-kuartal-iii,Ekonomi,6 tahun yang lalu
"Defisit, Wapres JK Minta BPJS Kesehatan Lakukan Efisiensi",https://www.cnnindonesia.com/ekonomi/20180807175825-78-320317/defisit-wapres-jk-minta-bpjs-kesehatan-lakukan-efisiensi,Ekonomi,6 tahun yang lalu
BPJS Watch Desak Jokowi Evaluasi Kerja Direksi BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180807143815-78-320221/bpjs-watch-desak-jokowi-evaluasi-kerja-direksi-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
"Defisit, Pemerintah Bakal Suntik BPJS Kesehatan Lagi",https://www.cnnindonesia.com/ekonomi/20180806150437-532-319938/defisit-pemerintah-bakal-suntik-bpjs-kesehatan-lagi,Ekonomi,6 tahun yang lalu
Buruh Kritik Investasi BPJS Ketenagakerjaan di Infrastruktur,https://www.cnnindonesia.com/ekonomi/20180806120908-78-319881/buruh-kritik-investasi-bpjs-ketenagakerjaan-di-infrastruktur,Ekonomi,6 tahun yang lalu
"Hari Ini, Ribuan Buruh Mulai Long March dari Surabaya",https://www.cnnindonesia.com/nasional/20180805104725-20-319630/hari-ini-ribuan-buruh-mulai-long-march-dari-surabaya,Nasional,6 tahun yang lalu
Upaya Tekan Defisit BPJS Kesehatan,https://www.cnnindonesia.com/tv/20180803163834-402-319300/upaya-tekan-defisit-bpjs-kesehatan,TV,6 tahun yang lalu
"Defisit BPJS Kesehatan Diproyeksi Tembus Rp16,5 T di 2018",https://www.cnnindonesia.com/ekonomi/20180802212223-78-319099/defisit-bpjs-kesehatan-diproyeksi-tembus-rp165-t-di-2018,Ekonomi,6 tahun yang lalu
BPJS Kesehatan: Aturan Baru Demi Cegah 'Kapal Tenggelam',https://www.cnnindonesia.com/nasional/20180802212018-20-319100/bpjs-kesehatan-aturan-baru-demi-cegah-kapal-tenggelam,Nasional,6 tahun yang lalu
Kemenkes Minta BPJS Kesehatan Tunda Penerapan Aturan Baru,https://www.cnnindonesia.com/nasional/20180802161034-20-318993/kemenkes-minta-bpjs-kesehatan-tunda-penerapan-aturan-baru,Nasional,6 tahun yang lalu
IDI: Aturan Baru BPJS Kesehatan Picu Komplikasi Penyakit,https://www.cnnindonesia.com/nasional/20180802134655-20-318948/idi-aturan-baru-bpjs-kesehatan-picu-komplikasi-penyakit,Nasional,6 tahun yang lalu
"Long March di Jakarta, Pekerja Freeport Minta Kejelasan Nasib",https://www.cnnindonesia.com/nasional/20180802131622-20-318941/long-march-di-jakarta-pekerja-freeport-minta-kejelasan-nasib,Nasional,6 tahun yang lalu
"Pesangon Belum Lunas, Eks Karyawan 7-Eleven Bakal Demo Besok",https://www.cnnindonesia.com/ekonomi/20180801132020-92-318622/pesangon-belum-lunas-eks-karyawan-7-eleven-bakal-demo-besok,Ekonomi,6 tahun yang lalu
"Proyek Data Kemiskinan Bernilai Rp1,4 Triliun Dilelang",https://www.cnnindonesia.com/ekonomi/20180730121840-532-318030/proyek-data-kemiskinan-bernilai-rp14-triliun-dilelang,Ekonomi,6 tahun yang lalu
Penggugat BPJS Kesehatan: Kami Bukan Kelinci Percobaan,https://www.cnnindonesia.com/nasional/20180727192703-20-317587/penggugat-bpjs-kesehatan-kami-bukan-kelinci-percobaan,Nasional,6 tahun yang lalu
Penderita Kanker Payudara Juga Gugat Menkes Nila Moeloek,https://www.cnnindonesia.com/nasional/20180727170658-12-317536/penderita-kanker-payudara-juga-gugat-menkes-nila-moeloek,Nasional,6 tahun yang lalu
Penderita Kanker Payudara Gugat Jokowi dan BPJS Kesehatan,https://www.cnnindonesia.com/nasional/20180727094118-20-317385/penderita-kanker-payudara-gugat-jokowi-dan-bpjs-kesehatan,Nasional,6 tahun yang lalu
Diskon Hotel di Malang Bermodal Kartu BPJS Ketenagakerjaan,https://www.cnnindonesia.com/gaya-hidup/20180726111257-269-317106/diskon-hotel-di-malang-bermodal-kartu-bpjs-ketenagakerjaan,Gaya Hidup,6 tahun yang lalu
"Sandi Ingin Gelontorkan Rp59,7 Miliar untuk Anggota OK OCE",https://www.cnnindonesia.com/nasional/20180724193428-20-316700/sandi-ingin-gelontorkan-rp597-miliar-untuk-anggota-ok-oce,Nasional,6 tahun yang lalu
Pemerintah Klaim Tak Hanya Andalkan Bansos Pangkas Kemiskinan,https://www.cnnindonesia.com/ekonomi/20180718081520-532-314986/pemerintah-klaim-tak-hanya-andalkan-bansos-pangkas-kemiskinan,Ekonomi,6 tahun yang lalu
Sylvi Eks Cawagub DKI Jakarta Daftar Calon Anggota DPD,https://www.cnnindonesia.com/nasional/20180717135604-32-314776/sylvi-eks-cawagub-dki-jakarta-daftar-calon-anggota-dpd,Nasional,6 tahun yang lalu
Mengenal HER2 Positif pada Pasien Kanker Payudara,https://www.cnnindonesia.com/gaya-hidup/20180717175432-255-314875/mengenal-her2-positif-pada-pasien-kanker-payudara,Gaya Hidup,6 tahun yang lalu
"Mengenal Trastuzumab, Obat Kanker Payudara HER2 Positif",https://www.cnnindonesia.com/gaya-hidup/20180717162829-255-314845/mengenal-trastuzumab-obat-kanker-payudara-her2-positif,Gaya Hidup,6 tahun yang lalu
Alasan BPJS Kesehatan Hapus Obat Kanker Trastuzumab,https://www.cnnindonesia.com/ekonomi/20180717102756-78-314718/alasan-bpjs-kesehatan-hapus-obat-kanker-trastuzumab,Ekonomi,6 tahun yang lalu
Pasien Kanker Gugat BPJS Kesehatan dan Presiden Jokowi,https://www.cnnindonesia.com/nasional/20180717081902-20-314670/pasien-kanker-gugat-bpjs-kesehatan-dan-presiden-jokowi,Nasional,6 tahun yang lalu
Antisipasi Kantong Jebol Akibat Musibah saat Melancong,https://www.cnnindonesia.com/ekonomi/20180706211937-83-312177/antisipasi-kantong-jebol-akibat-musibah-saat-melancong,Ekonomi,6 tahun yang lalu
Prabowo Sebut Situasi Perekonomian Mengkhawatirkan,https://www.cnnindonesia.com/nasional/20180706014018-32-311913/prabowo-sebut-situasi-perekonomian-mengkhawatirkan,Nasional,6 tahun yang lalu
Jurus Kemenkeu Bikin Surat Utang Digenggam Investor Domestik,https://www.cnnindonesia.com/ekonomi/20180703184152-532-311187/jurus-kemenkeu-bikin-surat-utang-digenggam-investor-domestik,Ekonomi,6 tahun yang lalu
Tambal Defisit BPJS Kesehatan dengan Cukai Tunggu Izin DPRD,https://www.cnnindonesia.com/ekonomi/20180703180110-78-311176/tambal-defisit-bpjs-kesehatan-dengan-cukai-tunggu-izin-dprd,Ekonomi,6 tahun yang lalu
Induk Sevel Klaim Sudah Bayar Separuh Pesangon Eks Karyawan,https://www.cnnindonesia.com/ekonomi/20180628152952-92-309829/induk-sevel-klaim-sudah-bayar-separuh-pesangon-eks-karyawan,Ekonomi,6 tahun yang lalu
Debat Pemungkas Pilgub Jabar dan Argumentasi Normatif Paslon,https://www.cnnindonesia.com/nasional/20180623101120-32-308294/debat-pemungkas-pilgub-jabar-dan-argumentasi-normatif-paslon,Nasional,6 tahun yang lalu
72 Ribu Pendatang Diprediksi Bakal Serbu Jakarta Usai Lebaran,https://www.cnnindonesia.com/nasional/20180612145733-20-305554/72-ribu-pendatang-diprediksi-bakal-serbu-jakarta-usai-lebaran,Nasional,6 tahun yang lalu
Sandiaga Rencanakan Mudik Gratis Pegawai Pemprov DKI,https://www.cnnindonesia.com/nasional/20180609111904-20-304786/sandiaga-rencanakan-mudik-gratis-pegawai-pemprov-dki,Nasional,6 tahun yang lalu
Kemenkeu Beri Sanksi 11 Daerah Penunggak BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180608131113-532-304562/kemenkeu-beri-sanksi-11-daerah-penunggak-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
Yudi Latif Banyak Diam Sebelum Mundur dari BPIP,https://www.cnnindonesia.com/nasional/20180608092640-20-304502/yudi-latif-banyak-diam-sebelum-mundur-dari-bpip,Nasional,6 tahun yang lalu
Pemerintah Ngotot Tak Naikkan Iuran BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180604142356-78-303296/pemerintah-ngotot-tak-naikkan-iuran-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
Defisit Keuangan Masih Bayangi BPJS Kesehatan,https://www.cnnindonesia.com/ekonomi/20180528093949-78-301751/defisit-keuangan-masih-bayangi-bpjs-kesehatan,Ekonomi,6 tahun yang lalu
BPJS Kesehatan Tunggu 'Lampu Hijau' Gunakan Cukai Tembakau,https://www.cnnindonesia.com/ekonomi/20180516171224-78-298725/bpjs-kesehatan-tunggu-lampu-hijau-gunakan-cukai-tembakau,Ekonomi,6 tahun yang lalu
"Besar Pasak Dari Tiang, Klaim BPJS Kesehatan Rp84 Triliun",https://www.cnnindonesia.com/ekonomi/20180515205059-78-298473/besar-pasak-dari-tiang-klaim-bpjs-kesehatan-rp84-triliun,Ekonomi,6 tahun yang lalu
PR Besar Odapus 'Menaklukkan Dunia',https://www.cnnindonesia.com/gaya-hidup/20170824135708-255-236982/pr-besar-odapus-menaklukkan-dunia,Gaya Hidup,6 tahun yang lalu
Kisah Sylviana Lawan Lupus 'Sendok Tumpul Pengerat Sumsum',https://www.cnnindonesia.com/gaya-hidup/20180509210551-255-297065/kisah-sylviana-lawan-lupus-sendok-tumpul-pengerat-sumsum,Gaya Hidup,6 tahun yang lalu
"Dhona Rifana, Berjuang Hadapi Thalassemia dan Transfusi Darah",https://www.cnnindonesia.com/gaya-hidup/20180508115518-255-296522/dhona-rifana-berjuang-hadapi-thalassemia-dan-transfusi-darah,Gaya Hidup,6 tahun yang lalu
Darurat Penyebaran Thalassemia di Indonesia,https://www.cnnindonesia.com/gaya-hidup/20180508093053-255-296481/darurat-penyebaran-thalassemia-di-indonesia,Gaya Hidup,6 tahun yang lalu
Segelintir Potret Buruh Perempuan Indonesia,https://www.cnnindonesia.com/nasional/20180430092942-20-294602/segelintir-potret-buruh-perempuan-indonesia,Nasional,6 tahun yang lalu
Pasang Surut Gerakan Buruh dan Muatan Politik Tak Relevan,https://www.cnnindonesia.com/nasional/20180430115323-20-294632/pasang-surut-gerakan-buruh-dan-muatan-politik-tak-relevan,Nasional,6 tahun yang lalu
"Pemerintah Patok Sisa 8,5 Persen Penduduk Miskin di 2019",https://www.cnnindonesia.com/ekonomi/20180430133633-532-294686/pemerintah-patok-sisa-85-persen-penduduk-miskin-di-2019,Ekonomi,6 tahun yang lalu
JK Minta BPJS Tenaker Tanam Duit Bangun Rusunawa Pekerja,https://www.cnnindonesia.com/ekonomi/20180425124738-532-293397/jk-minta-bpjs-tenaker-tanam-duit-bangun-rusunawa-pekerja,Ekonomi,6 tahun yang lalu
BPJS Tenaker Lirik Tambahan Iuran dari Tenaga Kerja Asing,https://www.cnnindonesia.com/ekonomi/20180425121115-78-293385/bpjs-tenaker-lirik-tambahan-iuran-dari-tenaga-kerja-asing,Ekonomi,6 tahun yang lalu
"Mei Nanti, Warga Gorontalo Bisa Pesan Bentor Lewat Gojek",https://www.cnnindonesia.com/teknologi/20180424111255-185-293065/mei-nanti-warga-gorontalo-bisa-pesan-bentor-lewat-gojek,Teknologi,6 tahun yang lalu
"Butuh Rp1.100 Triliun Untuk Atasi 11,3 Juta Kekurangan Rumah",https://www.cnnindonesia.com/ekonomi/20180423172124-78-292928/butuh-rp1100-triliun-untuk-atasi-113-juta-kekurangan-rumah,Ekonomi,6 tahun yang lalu
Sisihkan Dana Pensiun Tambahan agar Tak Miskin Saat Tua,https://www.cnnindonesia.com/ekonomi/20180420205018-83-292419/sisihkan-dana-pensiun-tambahan-agar-tak-miskin-saat-tua,Ekonomi,6 tahun yang lalu
Ada 12 Juta Peserta BPJS Kesehatan Menunggak Bayar Iuran,https://www.cnnindonesia.com/ekonomi/20180418164203-78-291771/ada-12-juta-peserta-bpjs-kesehatan-menunggak-bayar-iuran,Ekonomi,6 tahun yang lalu
3 Pertanyaan Kunci di Balik 'Cuci Otak' Dokter Terawan,https://www.cnnindonesia.com/gaya-hidup/20180417124553-255-291399/3-pertanyaan-kunci-di-balik-cuci-otak-dokter-terawan,Gaya Hidup,6 tahun yang lalu
"Akses Jalan, Hambatan Pelayanan Kesehatan yang Kerap Terlupa",https://www.cnnindonesia.com/gaya-hidup/20180417113825-260-291354/akses-jalan-hambatan-pelayanan-kesehatan-yang-kerap-terlupa,Gaya Hidup,6 tahun yang lalu
Ladang Ganja 20 Hektare Ditemukan di Bireuen Aceh,https://www.cnnindonesia.com/nasional/20180415160512-12-290938/ladang-ganja-20-hektare-ditemukan-di-bireuen-aceh,Nasional,6 tahun yang lalu
Kemenaker: Sopir Ojek Online Harus Jadi Karyawan,https://www.cnnindonesia.com/teknologi/20180410190757-185-289808/kemenaker-sopir-ojek-online-harus-jadi-karyawan,Teknologi,6 tahun yang lalu
"BPK: Dipakai Korporasi, Data Kependudukan Bisa Disalahgunakan",https://www.cnnindonesia.com/nasional/20180410111632-20-289638/bpk-dipakai-korporasi-data-kependudukan-bisa-disalahgunakan,Nasional,6 tahun yang lalu
Kemenkes: Biaya Pengobatan Kanker di 2017 Hampir Rp3 Triliun,https://www.cnnindonesia.com/gaya-hidup/20180407180941-255-289105/kemenkes-biaya-pengobatan-kanker-di-2017-hampir-rp3-triliun,Gaya Hidup,6 tahun yang lalu
Jokowi Tanggapi Temuan BPK Soal 'Salah Asuh' Impor,https://www.cnnindonesia.com/ekonomi/20180405125702-532-288470/jokowi-tanggapi-temuan-bpk-soal-salah-asuh-impor,Ekonomi,6 tahun yang lalu
Pemprov DKI Siapkan Payung Hukum Akomodasi Angkot di OK Otrip,https://www.cnnindonesia.com/nasional/20180405083859-20-288410/pemprov-dki-siapkan-payung-hukum-akomodasi-angkot-di-ok-otrip,Nasional,6 tahun yang lalu
Mengenal Neoliberalisme yang Dituduhkan Prabowo Dianut RI,https://www.cnnindonesia.com/ekonomi/20180404083205-532-288095/mengenal-neoliberalisme-yang-dituduhkan-prabowo-dianut-ri,Ekonomi,6 tahun yang lalu
BPK Serahkan Laporan Pemeriksaan Semester II 2017 ke DPR,https://www.cnnindonesia.com/ekonomi/20180403125624-532-287845/bpk-serahkan-laporan-pemeriksaan-semester-ii-2017-ke-dpr,Ekonomi,6 tahun yang lalu
Program KJS Plus Milik Anies-Sandi Terancam Gagal,https://www.cnnindonesia.com/nasional/20180329190303-20-286955/program-kjs-plus-milik-anies-sandi-terancam-gagal,Nasional,6 tahun yang lalu
"Jokowi Ingin Saran soal Bank Wakaf, Warga Malah Minta Kompor",https://www.cnnindonesia.com/ekonomi/20180328154706-78-286570/jokowi-ingin-saran-soal-bank-wakaf-warga-malah-minta-kompor,Ekonomi,6 tahun yang lalu
"Salah Kostum, Klub Bisa Kalah WO di Liga 1 2018",https://www.cnnindonesia.com/olahraga/20180322164937-142-285099/salah-kostum-klub-bisa-kalah-wo-di-liga-1-2018,Olahraga,6 tahun yang lalu
BPJS Ketenagakerjaan Siapkan Aplikasi Demi Gaet TKI,https://www.cnnindonesia.com/ekonomi/20180322043357-78-284910/bpjs-ketenagakerjaan-siapkan-aplikasi-demi-gaet-tki,Ekonomi,6 tahun yang lalu
BPJS Tenaker Parkir Duit Rp73 Triliun untuk Infrastruktur,https://www.cnnindonesia.com/ekonomi/20180321154904-78-284758/bpjs-tenaker-parkir-duit-rp73-triliun-untuk-infrastruktur,Ekonomi,6 tahun yang lalu
Investasi BPJS Ketenagakerjaan di Infrastruktur,https://www.cnnindonesia.com/tv/20180321173759-405-284798/investasi-bpjs-ketenagakerjaan-di-infrastruktur,TV,6 tahun yang lalu
"Peleburan BPJS Tenaker, Menaker Lempar Tugas ke Menpan RB",https://www.cnnindonesia.com/ekonomi/20180321103721-92-284641/peleburan-bpjs-tenaker-menaker-lempar-tugas-ke-menpan-rb,Ekonomi,6 tahun yang lalu
"Alih Program ke BPJS Tenaker, Asabri Desak Revisi UU SJSN",https://www.cnnindonesia.com/ekonomi/20180320180507-78-284528/alih-program-ke-bpjs-tenaker-asabri-desak-revisi-uu-sjsn,Ekonomi,6 tahun yang lalu
Kisah Rahmi Fitria Kala 'Berdamai' dengan Kanker,https://www.cnnindonesia.com/gaya-hidup/20180319131135-255-284149/kisah-rahmi-fitria-kala-berdamai-dengan-kanker,Gaya Hidup,6 tahun yang lalu
"Ayo, Kenali Cara Menghitung Pajak Penghasilan",https://www.cnnindonesia.com/ekonomi/20180317093932-537-283749/ayo-kenali-cara-menghitung-pajak-penghasilan,Ekonomi,6 tahun yang lalu
Freeport Jawab Tudingan Lokataru soal Eks Karyawan,https://www.cnnindonesia.com/ekonomi/20180315134153-85-283249/freeport-jawab-tudingan-lokataru-soal-eks-karyawan,Ekonomi,6 tahun yang lalu
"Menunggak ke BPJS Kesehatan, Anggaran Lima Daerah Dipangkas",https://www.cnnindonesia.com/ekonomi/20180313101928-532-282517/menunggak-ke-bpjs-kesehatan-anggaran-lima-daerah-dipangkas,Ekonomi,6 tahun yang lalu
Freeport Disebut Langgar UU Sistem Jaminan Sosial Nasional,https://www.cnnindonesia.com/ekonomi/20180312105430-85-282245/freeport-disebut-langgar-uu-sistem-jaminan-sosial-nasional,Ekonomi,6 tahun yang lalu
Lokataru Sebut Freeport Hilangkan 16 Nyawa Pekerja,https://www.cnnindonesia.com/ekonomi/20180312084801-85-282208/lokataru-sebut-freeport-hilangkan-16-nyawa-pekerja,Ekonomi,6 tahun yang lalu
Jurus Demokrat Perbaiki Indonesia Jika Menang Pemilu 2019,https://www.cnnindonesia.com/nasional/20180311224127-32-282164/jurus-demokrat-perbaiki-indonesia-jika-menang-pemilu-2019,Nasional,6 tahun yang lalu
"Jasa Raharja Salurkan Dana untuk Korban Meninggal Rp1,1 T",https://www.cnnindonesia.com/ekonomi/20180307060303-78-281006/jasa-raharja-salurkan-dana-untuk-korban-meninggal-rp11-t,Ekonomi,7 tahun yang lalu
Pemerintah Diminta Masukkan Penyakit Langka dalam BPJS,https://www.cnnindonesia.com/gaya-hidup/20180228201050-255-279506/pemerintah-diminta-masukkan-penyakit-langka-dalam-bpjs,Gaya Hidup,7 tahun yang lalu
Yorrys Kerahkan Buruh Demi Menangkan Jokowi di Pilpres 2019,https://www.cnnindonesia.com/nasional/20180227212332-32-279292/yorrys-kerahkan-buruh-demi-menangkan-jokowi-di-pilpres-2019,Nasional,7 tahun yang lalu
"Bisnis Properti Kendur, Premi Asuransi Umum Cuma Naik 2,71%",https://www.cnnindonesia.com/ekonomi/20180227144911-78-279149/bisnis-properti-kendur-premi-asuransi-umum-cuma-naik-271,Ekonomi,7 tahun yang lalu
Risma Sebut Orang Gila Sengaja Dibuang ke Surabaya,https://www.cnnindonesia.com/nasional/20180227142835-20-279135/risma-sebut-orang-gila-sengaja-dibuang-ke-surabaya,Nasional,7 tahun yang lalu
