Judul;Link;Tanggal
BP2MI gandeng BPJS untuk jamin perlindungan pekerja migran;https://www.antaranews.com/berita/2338034/bp2mi-gandeng-bpjs-untuk-jamin-perlindungan-pekerja-migran;19 Agustus 2021
BPJS Kesehatan pastikan penggunaan aplikasi P-Care Vaksinasi lancar;https://www.antaranews.com/berita/2325438/bpjs-kesehatan-pastikan-penggunaan-aplikasi-p-care-vaksinasi-lancar;13 Agustus 2021
BPJS Kesehatan dukung percepatan vaksinasi di Jateng;https://www.antaranews.com/video/2325190/bpjs-kesehatan-dukung-percepatan-vaksinasi-di-jateng;13 Agustus 2021
BPJS Kesehatan jalin kerja sama dengan Jamdatun dukung Program JKN-KIS;https://www.antaranews.com/berita/2317038/bpjs-kesehatan-jalin-kerja-sama-dengan-jamdatun-dukung-program-jkn-kis;9 Agustus 2021
Sinergi BPJS Kesehatan-Dukcapil percepat vaksinasi COVID-19;https://www.antaranews.com/berita/2311782/sinergi-bpjs-kesehatan-dukcapil-percepat-vaksinasi-covid-19;6 Agustus 2021
Dirut BPJS Kesehatan masuk jajaran CEO terbaik versi Iconomics;https://www.antaranews.com/berita/2292178/dirut-bpjs-kesehatan-masuk-jajaran-ceo-terbaik-versi-iconomics;27 Juli 2021
Sandiaga ajak BPJS Kesehatan bangun ikatan via kolaborasi dan inovasi;https://www.antaranews.com/berita/2272882/sandiaga-ajak-bpjs-kesehatan-bangun-ikatan-via-kolaborasi-dan-inovasi;17 Juli 2021
BPJS : Iuran rutin untuk proteksi diri dan gotong royong peserta JKN;https://www.antaranews.com/berita/2241958/bpjs-iuran-rutin-untuk-proteksi-diri-dan-gotong-royong-peserta-jkn;1 Juli 2021
BPJS Kesehatan terapkan fitur skrining riwayat untuk penyakit bahaya;https://www.antaranews.com/berita/2234982/bpjs-kesehatan-terapkan-fitur-skrining-riwayat-untuk-penyakit-bahaya;27 Juni 2021
Kasus kebocoran data BPJS Kesehatan tahap penyidikan;https://www.antaranews.com/berita/2231890/kasus-kebocoran-data-bpjs-kesehatan-tahap-penyidikan;25 Juni 2021
BPJS Ketenagakerjaan siap tangani jaminan sosial non ASN;https://www.antaranews.com/video/2228182/bpjs-ketenagakerjaan-siap-tangani-jaminan-sosial-non-asn;23 Juni 2021
Unhas dan BPJS Kesehatan fokus peningkatan SDM dan jaminan kesehatan;https://www.antaranews.com/berita/2219542/unhas-dan-bpjs-kesehatan-fokus-peningkatan-sdm-dan-jaminan-kesehatan;18 Juni 2021
BPJS Kesehatan ajak mitra maksimalkan kendali mutu dan kendali biaya;https://www.antaranews.com/berita/2216062/bpjs-kesehatan-ajak-mitra-maksimalkan-kendali-mutu-dan-kendali-biaya;17 Juni 2021
500 ribu warga Medan belum terdaftar di BPJS Kesehatan;https://www.antaranews.com/berita/2215602/500-ribu-warga-medan-belum-terdaftar-di-bpjs-kesehatan;16 Juni 2021
Polisi masih dalami keterangan saksi BPJS Kesehatan terkait data bocor;https://www.antaranews.com/berita/2197114/polisi-masih-dalami-keterangan-saksi-bpjs-kesehatan-terkait-data-bocor;7 Juni 2021
BSSN masih selidiki dugaan bocornya data BPJS Kesehatan;https://www.antaranews.com/berita/2194082/bssn-masih-selidiki-dugaan-bocornya-data-bpjs-kesehatan;5 Juni 2021
Polri panggil 5 vendor BPJS Kesehatan terkait kebocoran data;https://www.antaranews.com/berita/2184954/polri-panggil-5-vendor-bpjs-kesehatan-terkait-kebocoran-data;31 Mei 2021
"Kemarin, ""update"" data bocor BPJS Kesehatan lalu soal K-pop di Grammy";https://www.antaranews.com/berita/2176066/kemarin-update-data-bocor-bpjs-kesehatan-lalu-soal-k-pop-di-grammy;26 Mei 2021
BPJS Kesehatan Jambi klarifikasi isu kebocoran data peserta JKN;https://www.antaranews.com/berita/2175010/bpjs-kesehatan-jambi-klarifikasi-isu-kebocoran-data-peserta-jkn;25 Mei 2021
Muhadjir imbau masyarakat tak khawatir isu data BPJS Kesehatan bocor;https://www.antaranews.com/berita/2174310/muhadjir-imbau-masyarakat-tak-khawatir-isu-data-bpjs-kesehatan-bocor;25 Mei 2021
BPJS Kesehatan bergerak cepat tangani penawaran data di forum online;https://www.antaranews.com/berita/2174306/bpjs-kesehatan-bergerak-cepat-tangani-penawaran-data-di-forum-online;25 Mei 2021
BPJS Kesehatan masih invetigasi dugaan data bocor;https://www.antaranews.com/berita/2174246/bpjs-kesehatan-masih-invetigasi-dugaan-data-bocor;25 Mei 2021
BPJS Kesehatan selidiki dugaan kebocoran data, perkuat sistem keamanan;https://www.antaranews.com/berita/2174222/bpjs-kesehatan-selidiki-dugaan-kebocoran-data-perkuat-sistem-keamanan;25 Mei 2021
BPJS Kesehatan kerahkan tim khusus lacak kabar kebocoran data peserta;https://www.antaranews.com/berita/2168870/bpjs-kesehatan-kerahkan-tim-khusus-lacak-kabar-kebocoran-data-peserta;21 Mei 2021
Libur Lebaran, pelayanan BPJS Kesehatan tetap siaga;https://www.antaranews.com/berita/2148934/libur-lebaran-pelayanan-bpjs-kesehatan-tetap-siaga;10 Mei 2021
BPJS Kesehatan bantu korban badai seroja Nusa Tenggara Timur;https://www.antaranews.com/berita/2127118/bpjs-kesehatan-bantu-korban-badai-seroja-nusa-tenggara-timur;28 April 2021
BPJS Ketenagakerjaan Palangka Raya salurkan beasiswa pendidikan;https://www.antaranews.com/berita/2114402/bpjs-ketenagakerjaan-palangka-raya-salurkan-beasiswa-pendidikan;21 April 2021
Polri dan BPJS Kesehatan bahas pemutakhiran data kecelakaan;https://www.antaranews.com/berita/2111182/polri-dan-bpjs-kesehatan-bahas-pemutakhiran-data-kecelakaan;20 April 2021
BPJS Kesehatan mutakhirkan kepesertaan JKN-KIS anggota Polri;https://www.antaranews.com/berita/2111134/bpjs-kesehatan-mutakhirkan-kepesertaan-jkn-kis-anggota-polri;20 April 2021
BPJS Kesehatan cetak pemimpin inovatif lewat Innovation Box;https://www.antaranews.com/berita/2095602/bpjs-kesehatan-cetak-pemimpin-inovatif-lewat-innovation-box;12 April 2021
BPJS Kesehatan lanjutkan kerja sama kepesertaan dengan Muhammadiyah;https://www.antaranews.com/berita/2064510/bpjs-kesehatan-lanjutkan-kerja-sama-kepesertaan-dengan-muhammadiyah;26 Maret 2021
Kejagung periksa empat kerabat Direktur Pengembangan Investasi BPJS TK;https://www.antaranews.com/berita/2061342/kejagung-periksa-empat-kerabat-direktur-pengembangan-investasi-bpjs-tk;24 Maret 2021
BPJS Kesehatan-KPK jalin kerja sama pemberantasan korupsi Program JKN;https://www.antaranews.com/berita/2049522/bpjs-kesehatan-kpk-jalin-kerja-sama-pemberantasan-korupsi-program-jkn;18 Maret 2021
DJSN: Peserta BPJS Kesehatan kelas III bayar iuran Rp35. 000;https://www.antaranews.com/berita/2048518/djsn-peserta-bpjs-kesehatan-kelas-iii-bayar-iuran-rp35-000;17 Maret 2021
BPJS Kesehatan defisit Rp6,36 triliun;https://www.antaranews.com/berita/2047290/bpjs-kesehatan-defisit-rp636-triliun;17 Maret 2021
BPJS beri bantuan Rp3,5 juta kepada pekerja tahun 2000-2021? Cek faktanya!;https://www.antaranews.com/berita/2044910/bpjs-beri-bantuan-rp35-juta-kepada-pekerja-tahun-2000-2021-cek-faktanya;16 Maret 2021
BPJS Kesehatan ditantang cakup 98 persen kepesertaan hingga 2024;https://www.antaranews.com/berita/2031786/bpjs-kesehatan-ditantang-cakup-98-persen-kepesertaan-hingga-2024;8 Maret 2021
"Ada tiga metode dalam program ""BPJS Kesehatan Mendengar""";https://www.antaranews.com/berita/2031687/ada-tiga-metode-dalam-program-bpjs-kesehatan-mendengar;8 Maret 2021
Antrean dan diskriminasi mendominasi keluhan peserta BPJS Kesehatan;https://www.antaranews.com/berita/2031571/antrean-dan-diskriminasi-mendominasi-keluhan-peserta-bpjs-kesehatan;8 Maret 2021
Kejagung memeriksa tiga saksi dugaan korupsi BPJS Ketenagakerjaan;https://www.antaranews.com/berita/2023911/kejagung-memeriksa-tiga-saksi-dugaan-korupsi-bpjs-ketenagakerjaan;2 Maret 2021
Pakar: Kasus investasi BPJS TK berbeda dengan Jiwasraya & Asabri;https://www.antaranews.com/berita/2013663/pakar-kasus-investasi-bpjs-tk-berbeda-dengan-jiwasraya-asabri;23 Februari 2021
Ditunjuk jadi Dewas BPJS Kesehatan, ini kata Achmad Yurianto;https://www.antaranews.com/video/2012763/ditunjuk-jadi-dewas-bpjs-kesehatan-ini-kata-achmad-yurianto;22 Februari 2021
Ali Ghufron ingin BPJS Kesehatan tingkatkan kualitas pelayanan;https://www.antaranews.com/berita/2012154/ali-ghufron-ingin-bpjs-kesehatan-tingkatkan-kualitas-pelayanan;22 Februari 2021
Presiden lantik Dewan Pengawas dan Direksi BPJS Ketenagakerjaan;https://www.antaranews.com/berita/2012118/presiden-lantik-dewan-pengawas-dan-direksi-bpjs-ketenagakerjaan;22 Februari 2021
Presiden lantik Dewas dan Direksi BPJS Kesehatan;https://www.antaranews.com/berita/2012100/presiden-lantik-dewas-dan-direksi-bpjs-kesehatan;22 Februari 2021
Presiden tunjuk eks Wamenkes Ali Ghufron sebagai Dirut BPJS Kesehatan;https://www.antaranews.com/berita/2010261/presiden-tunjuk-eks-wamenkes-ali-ghufron-sebagai-dirut-bpjs-kesehatan;20 Februari 2021
Presiden angkat Ali Gufron Mukti jadi Dirut BPJS Achmad Yurianto Dewas;https://www.antaranews.com/berita/2009979/presiden-angkat-ali-gufron-mukti-jadi-dirut-bpjs-achmad-yurianto-dewas;20 Februari 2021
Kejagung periksa lima saksi kasus dugaan korupsi BPJS TK;https://www.antaranews.com/berita/2001749/kejagung-periksa-lima-saksi-kasus-dugaan-korupsi-bpjs-tk;16 Februari 2021
DPR RI tetapkan calon anggota Dewas BPJS Kesehatan dan Ketenagakerjaan;https://www.antaranews.com/berita/1993688/dpr-ri-tetapkan-calon-anggota-dewas-bpjs-kesehatan-dan-ketenagakerjaan;10 Februari 2021
Komisi IX minta Menkes selesaikan perselisihan klaim BPJS Kesehatan;https://www.antaranews.com/berita/1990860/komisi-ix-minta-menkes-selesaikan-perselisihan-klaim-bpjs-kesehatan;9 Februari 2021
BPJS Kesehatan Cabang Palangka Raya nyatakan tak ada gagal bayar klaim;https://www.antaranews.com/berita/1988076/bpjs-kesehatan-cabang-palangka-raya-nyatakan-tak-ada-gagal-bayar-klaim;8 Februari 2021
BPJS Kesehatan Kediri pastikan aplikasi data penerima vaksin baik;https://www.antaranews.com/berita/1980180/bpjs-kesehatan-kediri-pastikan-aplikasi-data-penerima-vaksin-baik;3 Februari 2021
Lima petinggi perusahaan sekuritas diperiksa kasus korupsi BPJS TK;https://www.antaranews.com/berita/1979793/lima-petinggi-perusahaan-sekuritas-diperiksa-kasus-korupsi-bpjs-tk;2 Februari 2021
Tujuh pejabat dan staf BPJS Ketenagakerjaan diperiksa Kejagung;https://www.antaranews.com/berita/1973388/tujuh-pejabat-dan-staf-bpjs-ketenagakerjaan-diperiksa-kejagung;29 Januari 2021
Komisi IX DPR pilih Dewas BPJS secara mufakat;https://www.antaranews.com/berita/1973331/komisi-ix-dpr-pilih-dewas-bpjs-secara-mufakat;28 Januari 2021
BPJS Kesehatan-ISSA gelar simposium internasional bahas jaminan sosial;https://www.antaranews.com/berita/1972980/bpjs-kesehatan-issa-gelar-simposium-internasional-bahas-jaminan-sosial;28 Januari 2021
BPJS Kesehatan gandeng ISSA gelar webinar jaminan sosial;https://www.antaranews.com/berita/1972941/bpjs-kesehatan-gandeng-issa-gelar-webinar-jaminan-sosial;28 Januari 2021
Dirut BPJS Ketenagakerjaan diperiksa Kejagung;https://www.antaranews.com/berita/1969348/dirut-bpjs-ketenagakerjaan-diperiksa-kejagung;26 Januari 2021
"BPJS Ketenagakerjaan bagikan ""corona safety kit""";https://www.antaranews.com/berita/1967476/bpjs-ketenagakerjaan-bagikan-corona-safety-kit;25 Januari 2021
Hukum sepekan, pemburuan Harun Masiku hingga dugaan korupsi BPJS TK;https://www.antaranews.com/berita/1964652/hukum-sepekan-pemburuan-harun-masiku-hingga-dugaan-korupsi-bpjs-tk;24 Januari 2021
BPJS Kesehatan pantau pemanfaatan aplikasi P-Care Vaksinasi COVID-19;https://www.antaranews.com/berita/1959616/bpjs-kesehatan-pantau-pemanfaatan-aplikasi-p-care-vaksinasi-covid-19;21 Januari 2021
Kejagung periksa tiga pejabat BPJS TK soal kasus dugaan korupsi;https://www.antaranews.com/berita/1958708/kejagung-periksa-tiga-pejabat-bpjs-tk-soal-kasus-dugaan-korupsi;20 Januari 2021
BPJS Kesehatan tegaskan peserta Kelas 3 tetap dapat subsidi;https://www.antaranews.com/berita/1908600/bpjs-kesehatan-tegaskan-peserta-kelas-3-tetap-dapat-subsidi;22 Desember 2020
Presiden tekankan vaksinasi tidak ada kaitan dengan keanggotaan BPJS;https://www.antaranews.com/berita/1902384/presiden-tekankan-vaksinasi-tidak-ada-kaitan-dengan-keanggotaan-bpjs;18 Desember 2020
BPJS Kesehatan gelar program relaksasi hapus tunggakan tahunan? Ini faktanya;https://www.antaranews.com/berita/1899168/bpjs-kesehatan-gelar-program-relaksasi-hapus-tunggakan-tahunan-ini-faktanya;16 Desember 2020
BPJS Kesehatan dapat penghargaan dari asosiasi jaminan sosial ASEAN;https://www.antaranews.com/berita/1885508/bpjs-kesehatan-dapat-penghargaan-dari-asosiasi-jaminan-sosial-asean;9 Desember 2020
Kompetisi BPJS Visualthon 2020 gali inovasi layanan kesehatan JKN-KIS;https://www.antaranews.com/berita/1885376/kompetisi-bpjs-visualthon-2020-gali-inovasi-layanan-kesehatan-jkn-kis;9 Desember 2020
Hoaks atau Benar - Walkot Risma imbau warga tidak datang ke TPS ? BPJS Kesehatan bagi bantuan Rp2,4 juta?;https://www.antaranews.com/video/1878932/hoaks-atau-benar-walkot-risma-imbau-warga-tidak-datang-ke-tps-bpjs-kesehatan-bagi-bantuan-rp24-juta;6 Desember 2020
BPJS Kesehatan janjikan penyesuaian iuran diiringi peningkatan layanan;https://www.antaranews.com/berita/1876416/bpjs-kesehatan-janjikan-penyesuaian-iuran-diiringi-peningkatan-layanan;4 Desember 2020
Cek fakta: Pemilik kartu BPJS Kesehatan dapat bantuan Rp2,4 juta?;https://www.antaranews.com/berita/1875568/cek-fakta-pemilik-kartu-bpjs-kesehatan-dapat-bantuan-rp24-juta;3 Desember 2020
BPJS Kesehatan puji penerapan protokol kesehatan anggota Korpri;https://www.antaranews.com/berita/1866832/bpjs-kesehatan-puji-penerapan-protokol-kesehatan-anggota-korpri;29 November 2020
BPJS Kesehatan ajak rumah sakit kembangkan layanan digital;https://www.antaranews.com/berita/1866516/bpjs-kesehatan-ajak-rumah-sakit-kembangkan-layanan-digital;29 November 2020
BPJS Kesehatan beberkan strategi pengumpulan iuran peserta;https://www.antaranews.com/berita/1850264/bpjs-kesehatan-beberkan-strategi-pengumpulan-iuran-peserta;20 November 2020
BPJS-TK santuni ahli waris Satgas COVID-19 Kelurahan Tebet Timur;https://www.antaranews.com/berita/1847196/bpjs-tk-santuni-ahli-waris-satgas-covid-19-kelurahan-tebet-timur;18 November 2020
E-Dabu solusi daftarkan pekerja tanpa ke kantor BPJS Kesehatan;https://www.antaranews.com/berita/1845620/e-dabu-solusi-daftarkan-pekerja-tanpa-ke-kantor-bpjs-kesehatan;18 November 2020
JKN-KIS BPJS Kesehatan bantu masyarakat hingga pelosok desa;https://www.antaranews.com/berita/1843772/jkn-kis-bpjs-kesehatan-bantu-masyarakat-hingga-pelosok-desa;17 November 2020
BPJS Kesehatan sinergi integrasi data dengan Kemnaker;https://www.antaranews.com/berita/1819124/bpjs-kesehatan-sinergi-integrasi-data-dengan-kemnaker;3 November 2020
BPJS Kesehatan nonaktifkan sementara keanggotaan bermasalah;https://www.antaranews.com/foto/1818060/bpjs-kesehatan-nonaktifkan-sementara-keanggotaan-bermasalah;3 November 2020
Gugatan korban PHK soal kepesertaan BPJS ditolak MK;https://www.antaranews.com/berita/1806077/gugatan-korban-phk-soal-kepesertaan-bpjs-ditolak-mk;26 Oktober 2020
Peserta BPJS Kesehatan Curup menunggak Rp40,3 miliar;https://www.antaranews.com/berita/1800813/peserta-bpjs-kesehatan-curup-menunggak-rp403-miliar;23 Oktober 2020
Inovasi layanan BPJS Kesehatan selama pandemi;https://www.antaranews.com/infografik/1789669/inovasi-layanan-bpjs-kesehatan-selama-pandemi;18 Oktober 2020
BPJS Kesehatan teken nota kesepahaman dengan PT Telkom;https://www.antaranews.com/berita/1788973/bpjs-kesehatan-teken-nota-kesepahaman-dengan-pt-telkom;17 Oktober 2020
Badan usaha dipermudah BPJS Kesehatan dengan layanan digital JKN-KIS;https://www.antaranews.com/berita/1781609/badan-usaha-dipermudah-bpjs-kesehatan-dengan-layanan-digital-jkn-kis;13 Oktober 2020
BPJS Kesehatan Padang beri keringanan peserta menunggak iuran;https://www.antaranews.com/berita/1767545/bpjs-kesehatan-padang-beri-keringanan-peserta-menunggak-iuran;6 Oktober 2020
Protokol kesehatan layanan tatap muka BPJS Kesehatan;https://www.antaranews.com/infografik/1763229/protokol-kesehatan-layanan-tatap-muka-bpjs-kesehatan;4 Oktober 2020
BPJS Kesehatan kembangkan fitur monitoring mudahkan klaim COVID-19;https://www.antaranews.com/berita/1758465/bpjs-kesehatan-kembangkan-fitur-monitoring-mudahkan-klaim-covid-19;1 Oktober 2020
Cek Fakta: BPJS berikan bantuan Rp4 juta per keluarga?;https://www.antaranews.com/berita/1756957/cek-fakta-bpjs-berikan-bantuan-rp4-juta-per-keluarga;30 September 2020
Pendaftaran Dewas dan Direksi BPJS dibuka awal Oktober;https://www.antaranews.com/video/1748189/pendaftaran-dewas-dan-direksi-bpjs-dibuka-awal-oktober;25 September 2020
Pemerintah buka pendaftaran dewan pengawas dan dewan direksi BPJS;https://www.antaranews.com/berita/1747933/pemerintah-buka-pendaftaran-dewan-pengawas-dan-dewan-direksi-bpjs;25 September 2020
Presiden tetapkan 14 orang Panitia Seleksi Dewas dan Direksi BPJS;https://www.antaranews.com/berita/1747689/presiden-tetapkan-14-orang-panitia-seleksi-dewas-dan-direksi-bpjs;25 September 2020
BPJS Kesehatan: Faskes harus tetap jaga kontak dengan peserta;https://www.antaranews.com/berita/1735773/bpjs-kesehatan-faskes-harus-tetap-jaga-kontak-dengan-peserta;19 September 2020
Ratusan masker dibagi PWI Agam-BPJS Kesehatan ke jamaah shalat Jumat;https://www.antaranews.com/berita/1733773/ratusan-masker-dibagi-pwi-agam-bpjs-kesehatan-ke-jamaah-shalat-jumat;18 September 2020
Ahli: Tak ada PP pengalihan Asabri ke BPJS-TK timbulkan ketidakpastian;https://www.antaranews.com/berita/1732898/ahli-tak-ada-pp-pengalihan-asabri-ke-bpjs-tk-timbulkan-ketidakpastian;17 September 2020
Ahli sebut pengalihan Asabri ke BPJS-TK merugikan purnawirawan;https://www.antaranews.com/berita/1732774/ahli-sebut-pengalihan-asabri-ke-bpjs-tk-merugikan-purnawirawan;17 September 2020
Relaksasi iuran BPJS Ketenagakerjaan, ini syarat & skemanya;https://www.antaranews.com/video/1730686/relaksasi-iuran-bpjs-ketenagakerjaan-ini-syarat-skemanya;17 September 2020
Kantor BPJS Kesehatan Bondowoso ditutup, pegawai positif COVID-19;https://www.antaranews.com/berita/1719102/kantor-bpjs-kesehatan-bondowoso-ditutup-pegawai-positif-covid-19;10 September 2020
Vaksin gratis COVID-19, BPJS Kesehatan Bekasi siapkan dukungan;https://www.antaranews.com/berita/1702054/vaksin-gratis-covid-19-bpjs-kesehatan-bekasi-siapkan-dukungan;2 September 2020
Korban PHK persoalkan UU BPJS ke MK;https://www.antaranews.com/berita/1701322/korban-phk-persoalkan-uu-bpjs-ke-mk;1 September 2020
BPJS gandeng Kejari Palangka Raya cegah tunggakan iuran peserta;https://www.antaranews.com/berita/1692870/bpjs-gandeng-kejari-palangka-raya-cegah-tunggakan-iuran-peserta;27 Agustus 2020
BPJS Kesehatan beri relaksasi tunggakan melalui Mobile JKN;https://www.antaranews.com/video/1672090/bpjs-kesehatan-beri-relaksasi-tunggakan-melalui-mobile-jkn;16 Agustus 2020
MA nilai iuran BPJS Kesehatan sesuai perkembangan sosial ekonomi;https://www.antaranews.com/berita/1663870/ma-nilai-iuran-bpjs-kesehatan-sesuai-perkembangan-sosial-ekonomi;12 Agustus 2020
Program jaminan BPJS Kesehatan permudah cuci darah pasien;https://www.antaranews.com/berita/1661698/program-jaminan-bpjs-kesehatan-permudah-cuci-darah-pasien;11 Agustus 2020
BPJS Ketenagakerjaan kumpulkan rekening calon penerima subsidi upah;https://www.antaranews.com/berita/1659710/bpjs-ketenagakerjaan-kumpulkan-rekening-calon-penerima-subsidi-upah;10 Agustus 2020
BPJS Kesehatan tidak ambil keuntungan dari kenaikan iuran JKN-KIS;https://www.antaranews.com/berita/1655702/bpjs-kesehatan-tidak-ambil-keuntungan-dari-kenaikan-iuran-jkn-kis;7 Agustus 2020
MCS yang menjangkau layangan BPJS hingga ke pelosok pegunungan;https://www.antaranews.com/video/1645134/mcs-yang-menjangkau-layangan-bpjs-hingga-ke-pelosok-pegunungan;2 Agustus 2020
BPJS: Aplikasi Recehan Sehat permudah peserta bayar iuran;https://www.antaranews.com/berita/1637278/bpjs-aplikasi-recehan-sehat-permudah-peserta-bayar-iuran;28 Juli 2020
Layanan jemput bola BPJS Kesehatan di pelosok desa;https://www.antaranews.com/foto/1637114/layanan-jemput-bola-bpjs-kesehatan-di-pelosok-desa;28 Juli 2020
BPJS Kesehatan Mataram verifikasi 682 kasus COVID-19;https://www.antaranews.com/berita/1636410/bpjs-kesehatan-mataram-verifikasi-682-kasus-covid-19;28 Juli 2020
Adu unggul program pensiun Asabri, Taspen dan BPJS Ketenagakerjaan;https://www.antaranews.com/berita/1636054/adu-unggul-program-pensiun-asabri-taspen-dan-bpjs-ketenagakerjaan;27 Juli 2020
BPJS Kesehatan verifikasi klaim 1.302 RS tangani COVID-19 Rp642 miliar;https://www.antaranews.com/berita/1630822/bpjs-kesehatan-verifikasi-klaim-1302-rs-tangani-covid-19-rp642-miliar;24 Juli 2020
Pengalihan  Asabri ke BPJS-TK tak rugikan pensiunan TNI-Polri;https://www.antaranews.com/berita/1629838/pengalihan-asabri-ke-bpjs-tk-tak-rugikan-pensiunan-tni-polri;23 Juli 2020
MK siap hadirkan Kementerian BUMN perkara pengalihan Asabri ke BPJS-TK;https://www.antaranews.com/berita/1629706/mk-siap-hadirkan-kementerian-bumn-perkara-pengalihan-asabri-ke-bpjs-tk;23 Juli 2020
Ribuan buruh di Musi Banyuasin tidak terdaftar BPJS Kesehatan;https://www.antaranews.com/berita/1606070/ribuan-buruh-di-musi-banyuasin-tidak-terdaftar-bpjs-kesehatan;12 Juli 2020
BPJS Kesehatan sebut penerapan tata kelola baik perkokoh ekosistem JKN;https://www.antaranews.com/berita/1605070/bpjs-kesehatan-sebut-penerapan-tata-kelola-baik-perkokoh-ekosistem-jkn;11 Juli 2020
Peserta BPJS Kesehatan : Rutin bayar iuran bermanfaat saat berobat;https://www.antaranews.com/berita/1593602/peserta-bpjs-kesehatan-rutin-bayar-iuran-bermanfaat-saat-berobat;6 Juli 2020
BPJS proses klaim rumah sakit setelah perawatan pasien COVID-19;https://www.antaranews.com/berita/1592154/bpjs-proses-klaim-rumah-sakit-setelah-perawatan-pasien-covid-19;5 Juli 2020
Vina peserta BPJS bersyukur adanya layanan kesehatan JKN-KIS;https://www.antaranews.com/berita/1579322/vina-peserta-bpjs-bersyukur-adanya-layanan-kesehatan-jkn-kis;29 Juni 2020
BPJS Kesehatan gandeng YLKI optimalkan penanganan peserta JKN-KIS;https://www.antaranews.com/berita/1572354/bpjs-kesehatan-gandeng-ylki-optimalkan-penanganan-peserta-jkn-kis;24 Juni 2020
BPJS Kesehatan siapkan tiga aplikasi layani peserta JKN-KIS;https://www.antaranews.com/berita/1566288/bpjs-kesehatan-siapkan-tiga-aplikasi-layani-peserta-jkn-kis;21 Juni 2020
"Cegah ""fraud"" pada JKN, BPJS Kesehatan bangun sistem deteksi dini";https://www.antaranews.com/berita/1565884/cegah-fraud-pada-jkn-bpjs-kesehatan-bangun-sistem-deteksi-dini;21 Juni 2020
Dirut BPJS: Tata kelola JKN-KIS terintegrasi sistem informasi;https://www.antaranews.com/berita/1561976/dirut-bpjs-tata-kelola-jkn-kis-terintegrasi-sistem-informasi;18 Juni 2020
BPJS Kesehatan sepakati peningkatan kualitas SDM dengan Lemhannas;https://www.antaranews.com/berita/1558968/bpjs-kesehatan-sepakati-peningkatan-kualitas-sdm-dengan-lemhannas;17 Juni 2020
BPJS Kesehatan Padang relaksasi pembayaran iuran;https://www.antaranews.com/video/1555756/bpjs-kesehatan-padang-relaksasi-pembayaran-iuran;16 Juni 2020
Dirut BPJS Ketenagakerjaan: Klaim peserta capai Rp11,9 triliun;https://www.antaranews.com/berita/1555188/dirut-bpjs-ketenagakerjaan-klaim-peserta-capai-rp119-triliun;15 Juni 2020
BPJS Kesehatan jadi inisiator studi lintas negara anggota ISSA;https://www.antaranews.com/berita/1545768/bpjs-kesehatan-jadi-inisiator-studi-lintas-negara-anggota-issa;10 Juni 2020
Kementerian diminta tindak lanjuti rekomendasi KPK soal BPJS Kesehatan;https://www.antaranews.com/berita/1540028/kementerian-diminta-tindak-lanjuti-rekomendasi-kpk-soal-bpjs-kesehatan;8 Juni 2020
BPJS Kesehatan sebagai penopang kesehatan masyarakat;https://www.antaranews.com/berita/1535876/bpjs-kesehatan-sebagai-penopang-kesehatan-masyarakat;5 Juni 2020
Ketika manfaat gotong royong dirasakan peserta BPJS Kesehatan;https://www.antaranews.com/berita/1530824/ketika-manfaat-gotong-royong-dirasakan-peserta-bpjs-kesehatan;3 Juni 2020
Program JKN-KIS diperkenalkan BPJS pada pertemuan internasional;https://www.antaranews.com/berita/1528376/program-jkn-kis-diperkenalkan-bpjs-pada-pertemuan-internasional;2 Juni 2020
BPJS ajak milenial ciptakan produk digital permudah layanan kesehatan;https://www.antaranews.com/berita/1527616/bpjs-ajak-milenial-ciptakan-produk-digital-permudah-layanan-kesehatan;1 Juni 2020
Kejaksaan Negeri Padang dampingi BPJS Kesehatan tarik iuran;https://www.antaranews.com/berita/1518700/kejaksaan-negeri-padang-dampingi-bpjs-kesehatan-tarik-iuran;27 Mei 2020
Walikota Serang: Tidak tepat iuran BPJS Kesehatan naik kala pandemi;https://www.antaranews.com/berita/1500808/walikota-serang-tidak-tepat-iuran-bpjs-kesehatan-naik-kala-pandemi;19 Mei 2020
Airlangga: Penyimpangan BPJS Kesehatan diselesaikan mandiri;https://www.antaranews.com/berita/1499220/airlangga-penyimpangan-bpjs-kesehatan-diselesaikan-mandiri;18 Mei 2020
KPK kembali ingatkan soal rekomendasi atasi defisit BPJS Kesehatan;https://www.antaranews.com/berita/1494340/kpk-kembali-ingatkan-soal-rekomendasi-atasi-defisit-bpjs-kesehatan;15 Mei 2020
Iuran BPJS naik, NasDem ingatkan kajian KPK;https://www.antaranews.com/berita/1494320/iuran-bpjs-naik-nasdem-ingatkan-kajian-kpk;15 Mei 2020
Iuran BPJS Kesehatan naik, KPK berharap pemerintah tinjau kembali;https://www.antaranews.com/berita/1494272/iuran-bpjs-kesehatan-naik-kpk-berharap-pemerintah-tinjau-kembali;15 Mei 2020
Kemarin, kritikan kenaikan BPJS hingga rapid test COVID-19 gratis;https://www.antaranews.com/berita/1493060/kemarin-kritikan-kenaikan-bpjs-hingga-rapid-test-covid-19-gratis;15 Mei 2020
Kenaikan iuran BPJS Kesehatan diminta pertimbangkan kemampuan rakyat;https://www.antaranews.com/berita/1492692/kenaikan-iuran-bpjs-kesehatan-diminta-pertimbangkan-kemampuan-rakyat;14 Mei 2020
